term,estimate,std.error,statistic,p.value,b,df,dfcom,fmi,lambda,m,riv,ubar,outcome,type,year,coef,lci,uci
factor(ValidatedStateOrProvince_X)Wyoming,-1.4807668583072622,0.33605808897309614,-4.406282446085707,1.0526693888346372e-5,8.665554003991841e-5,101915.35873810433,102833,8.636417059373035e-4,8.440347189792714e-4,10,8.447477153798304e-4,0.1128397180702055,soc,adjusted,BOTH,0.22746318944796043,0.11772066428669148,0.4395107933458033
htn_dx,0.18391163678058436,0.012357074932771989,14.883104438643116,0,4.5585887487707657e-7,91282.79991772585,102833,0.003305750990892054,0.003283913726231568,10,0.0032947333462917286,1.5219585613177706e-4,soc,adjusted,BOTH,1.2019096138009508,1.1731492153726226,1.231375089219416
hld_dx,-0.02111354846105081,0.012262470293108238,-1.7218022108414046,0.08510847859559423,2.4661570640449297e-7,98971.62077860419,102833,0.0018242577612588482,0.0018040870163723082,10,0.0018073476287634317,1.5009690041231712e-4,soc,adjusted,BOTH,0.9791077820754209,0.9558560140087715,1.0029251632786744
cerebro_dx,-0.08724743871963914,0.02031487249821946,-4.294756894353441,1.7504500239962084e-5,3.959957592189402e-8,102807.06147848132,102833,1.2500051324075768e-4,1.0554921759122262e-4,10,1.0556035940456641e-4,4.1265048508539934e-4,soc,adjusted,BOTH,0.9164503022861712,0.8806767888889465,0.9536769529488799
pulmonary_dx,-0.20177205028981848,0.01188444008134672,-16.977833949999106,0,3.671014295788526e-8,102705.70550188322,102833,3.053716888923679e-4,2.8590471011184847e-4,10,2.85986474992077e-4,1.411995348898668e-4,soc,adjusted,BOTH,0.8172812057244285,0.7984638754617035,0.8365420024094907
cardiovascular_dx,-0.17021734984387127,0.008413397633905376,-20.23170153730852,0,1.1944150832352104e-7,98759.83365651486,102833,0.0018763290298717487,0.001856116084435473,10,0.0018595676578753513,7.065387408704872e-5,soc,adjusted,BOTH,0.8434814661065387,0.8296862935568076,0.8575060106335518
obesity_dx,-0.024513218551681537,0.009100004193543657,-2.6937590390423525,0.007066466054006737,2.893014151248792e-7,87695.51156616397,102833,0.0038656263912857434,0.003842908626215757,10,0.0038577335437285937,8.249184476587477e-5,soc,adjusted,BOTH,0.9757847903714759,0.9585349760399354,0.9933450327019007
htn_rx,0.02735585847420307,0.008139694412577732,3.36079674341728,7.774627653005517e-4,9.429017620711385e-9,102786.12600969517,102833,1.7600060979282387e-4,1.5654634468775807e-4,10,1.5657085528283723e-4,6.624425321076636e-5,soc,adjusted,BOTH,1.0277334653604342,1.0114673086458847,1.0442612102172804
hld_rx,0.23849633491285446,0.05376065699848263,4.436261538239496,9.162953520824857e-6,5.845040436808873e-7,102750.03864184598,102833,2.4191937267943378e-4,2.2245955808598473e-4,10,2.2250905735255353e-4,0.00288956528646045,soc,adjusted,BOTH,1.2693390537896323,1.1423932993782893,1.4103913550196894
statin_rx,-0.12324188131151011,0.05332625978990373,-2.3110917922438565,0.020829777382956882,2.590625631412896e-6,101563.78540793211,102833,0.0010217810494614749,0.0010021093056589714,10,0.0010031145360702093,0.002840840294985749,soc,adjusted,BOTH,0.8840498015719308,0.7963142771650916,0.9814517635445343
insulin_rx,-0.07228856689376005,0.007976958315610577,-9.06217182460316,0,6.043191281945342e-8,101459.74004864693,102833,0.0010643737243395898,0.0010446826472629452,10,0.001045775150415523,6.356538886488733e-5,soc,adjusted,BOTH,0.9302624141403777,0.9158310219378708,0.94492121191871
otherdm_rx,0.24417066234331936,0.009458003599242818,25.816300425479536,0,6.176477159789136e-8,102080.59743022158,102833,7.790887923264156e-4,7.595118864714557e-4,10,7.600891832409057e-4,8.938589083453241e-5,soc,adjusted,BOTH,1.2765621729920056,1.253115656454142,1.3004473873746603
depres_rx,-0.06656717220400885,0.017241722791289448,-3.8608190730011454,1.1307664967197262e-4,2.3200964259862388e-8,102808.97152260426,102833,1.0530074504910353e-4,8.584942754659631e-5,10,8.585679830358165e-5,2.972514837509842e-4,soc,adjusted,BOTH,0.9356000674269208,0.9045108769237882,0.9677578329917788
psych_rx,-0.189955171670317,0.019973845564806695,-9.510195272812773,0,7.692547374666301e-8,102756.38439821273,102833,2.3155823866834996e-4,2.1209942414876355e-4,10,2.121444198580518e-4,3.9886988862562674e-4,soc,adjusted,BOTH,0.8269962059709854,0.7952458960239921,0.8600141517357431
n_total_Y1,0.0031723815995405,6.06474424150171e-4,5.2308580101886974,1.6905469202299628e-7,4.662902863210915e-11,102793.82324483692,102833,1.5890492416390032e-4,1.3945178316876645e-4,10,1.3947123268086457e-4,3.677599352167862e-7,soc,adjusted,BOTH,1.0031774189274139,1.0019856605462698,1.004370594781976
n_total_Y2,0.023295147878655362,8.169417719096534e-4,28.515065185369906,0,3.625818441528641e-11,102808.97152260426,102833,7.921264290392153e-5,5.9760817900016165e-5,10,5.976438946881211e-5,6.673539746880275e-7,soc,adjusted,BOTH,1.0235685990695846,1.0219309664607585,1.0252088559658135
